"","load","honeycomb_mode","ipa_bound","bound","ipa_consistency","lease","condition","mix","read_lat_mean","read_lat_median","read_lat_p95","read_lat_p99","read_rate","incr_lat_mean","incr_lat_median","incr_rate","overall_latency_mean","read_strong_fraction"
"391",128,"google","latency:10ms","latency: 10ms","strong","200ms",NA,"default",4.20881737538,1.803472,2.415087,118.060783,1860.00832506,240.364819042,236.483491,464.088874933,51.440017708704,0
"393",128,"flat5","latency:10ms","latency: 10ms","strong","200ms","Uniform
(5ms)","default",7.29239517409,5.722386,7.514112,16.379568,3166.49583901,23.992495391,25.892164,788.390868718,10.632415217472,0.00305257977024494
"394",512,"normal","tolerance:0.1","error: 10%","strong","200ms","Normal","default",10.6635072489,10.596216,19.127419,23.110084,5884.41128569,33.363065712,36.04583,1469.59636659,15.20341894152,0
"395",512,"slowpoke_flat","tolerance:0.1","error: 10%","strong","200ms","Slow replica","default",15.3262990124,10.271541,34.909597,101.064486,5730.78426125,83.2686316904,33.139135,1437.52510587,28.914765548,0
"396",512,"google","tolerance:0.1","error: 10%","strong","200ms",NA,"default",46.7692093813,1.567057,167.042163,181.808328,4613.48378751,190.627517959,168.167297,1157.38736038,75.54087109684,0
"398",512,"flat5","tolerance:0.1","error: 10%","strong","200ms",NA,"default",5.44820512052,5.301632,6.068782,6.196475,5784.58525076,13.892279064,15.950475,1454.43910975,7.137019909216,0
"399",512,"normal","tolerance:0.05","error: 5%","strong","200ms","Normal","default",10.5285116813,10.374958,18.771001,22.166946,5745.35740709,37.7770933512,37.498894,1439.81843643,15.97822801528,0
"400",512,"slowpoke_flat","tolerance:0.05","error: 5%","strong","200ms","Slow replica","default",17.1677858866,10.279679,100.314704,101.118334,5644.12033748,92.2594698398,33.453735,1403.01344222,32.18612267724,0
"401",512,"google","tolerance:0.05","error: 5%","strong","200ms",NA,"default",47.0099019673,1.573065,167.898394,180.41865,3945.15893561,209.740791711,169.196046,985.705483263,79.55607991604,0
"403",512,"flat5","tolerance:0.05","error: 5%","strong","200ms",NA,"default",5.448234195,5.295286,6.057077,6.173355,5820.24660268,14.720438253,15.940279,1445.01388998,7.3026750066,0
"404",512,"normal","consistency:strong","strong","strong","200ms","Normal","default",59.2780157398,49.299458,107.513914,127.390823,5589.14073027,65.7148929923,71.191807,1390.21115039,60.5653911903,1
"405",512,"slowpoke_flat","consistency:strong","strong","strong","200ms","Slow replica","default",80.3220208116,73.508011,155.301989,260.336907,3553.69128163,158.035811276,112.562481,889.138202348,95.86477890448,1
"406",512,"google","consistency:strong","strong","strong","200ms",NA,"default",320.293770005,324.581871,554.861649,628.790228,1166.94460269,410.906949301,397.481927,293.31393404,338.4164058642,1
"408",512,"flat5","consistency:strong","strong","strong","200ms",NA,"default",19.463094681,16.381217,27.462085,39.758162,6415.26097372,25.0686805755,26.139643,1588.2207551,20.5842118599,1
"409",512,"normal","consistency:weak","weak/strong","strong","200ms","Normal","default",20.0976372962,17.183532,22.54331,189.46859,6392.41507052,64.7648299407,67.766874,1590.26334434,29.0310758251,0
"410",512,"slowpoke_flat","consistency:weak","weak/strong","strong","200ms","Slow replica","default",30.9137900157,20.377438,79.128376,174.00561,4768.25384499,138.636434898,80.836235,1193.56091267,52.45831899216,0
"411",512,"google","consistency:weak","weak/strong","strong","200ms",NA,"default",68.6718219363,51.94808,129.541179,201.689041,3150.0137098,314.997349575,291.61606,782.317689312,117.93692746404,0
"413",512,"flat5","consistency:weak","weak/strong","strong","200ms",NA,"default",7.89565793691,5.674002,6.994435,136.117112,6486.11641394,24.1729516006,25.823474,1628.44752709,11.151116669648,0
"414",512,"normal","consistency:weakwrite","weak","strong","200ms","Normal","default",19.1719869389,17.459205,22.693424,110.879548,6416.26268581,38.7243133336,43.159959,1607.74116776,23.08245221784,0
"415",512,"slowpoke_flat","consistency:weakwrite","weak","strong","200ms","Slow replica","default",16.2944287317,11.563333,18.469743,188.681232,6327.82510844,70.3219745509,33.054065,1571.89516602,27.09993789554,0
"416",512,"google","consistency:weakwrite","weak","strong","200ms",NA,"default",26.3092469728,15.598772,66.689334,206.296379,4837.19262467,121.217600161,137.650576,1216.85610363,45.29091761044,0
"418",512,"flat5","consistency:weakwrite","weak","strong","200ms",NA,"default",7.87319879854,5.626254,7.457854,158.934848,6258.63870028,13.3323057946,15.561673,1566.09407039,8.965020197752,0
"419",512,"normal","latency:50ms","latency: 50ms","strong","200ms","Normal","default",49.4869591058,49.183435,50.172877,143.817313,3128.10049249,69.629167697,69.070991,785.544005709,53.51540082404,0.508993082244427
"420",512,"slowpoke_flat","latency:50ms","latency: 50ms","strong","200ms","Slow replica","default",48.4063458521,36.690674,126.369355,231.761065,2903.65786829,132.890611853,59.703308,717.661764196,65.30319905228,0.694278638194912
"421",512,"google","latency:50ms","latency: 50ms","strong","200ms",NA,"default",55.2550785488,33.100904,151.400186,236.084989,2529.78097182,302.5006806,285.934939,634.782742694,104.70419895904,1.30515077754358e-05
"423",512,"flat5","latency:50ms","latency: 50ms","strong","200ms",NA,"default",19.2804486404,15.922358,26.403984,110.742828,3315.8241523,24.7134897827,25.808624,826.101567339,20.36705686886,0.975890114947128
"424",512,"normal","latency:10ms","latency: 10ms","strong","200ms","Normal","default",15.8429571658,15.605877,21.555668,24.35854,3274.31860252,61.354766353,65.349954,817.134463885,24.94531900324,0
"425",512,"slowpoke_flat","latency:10ms","latency: 10ms","strong","200ms","Slow replica","default",13.7292101591,11.14062,17.640424,92.779095,3343.14746851,116.059770857,54.115178,844.205272476,34.19532229868,0
"426",512,"google","latency:10ms","latency: 10ms","strong","200ms",NA,"default",69.1534143097,49.30104,175.532353,289.339335,2389.90529811,312.445866583,300.557108,597.890817778,117.81190476436,6.91328664560419e-06
"428",512,"flat5","latency:10ms","latency: 10ms","strong","200ms",NA,"default",7.63514263577,5.675667,6.760826,91.251567,3372.35521807,24.6471854581,25.857068,839.501969569,11.037551200236,0.0100560582218725
"429",2048,"normal","tolerance:0.1","error: 10%","strong","200ms",NA,"default",10.50244307,10.497293,19.036411,22.440462,5719.22853778,32.7886538267,35.651549,1425.20959751,14.95968522134,0
"430",2048,"slowpoke_flat","tolerance:0.1","error: 10%","strong","200ms",NA,"default",17.7229635047,10.277954,100.332369,109.009267,5672.75677683,77.4914326505,32.650787,1425.36202043,29.67665733386,0
"431",2048,"google","tolerance:0.1","error: 10%","strong","200ms",NA,"default",69.4897120654,1.659662,198.9669,640.825027,5265.73024532,207.353359184,164.204016,1312.60545628,97.06244148912,0
"433",2048,"flat5","tolerance:0.1","error: 10%","strong","200ms",NA,"default",5.47983877946,5.301852,6.079211,6.174834,5808.67518174,13.5317105785,15.953323,1459.4143414,7.090213139268,0
"434",2048,"normal","tolerance:0.05","error: 5%","strong","200ms",NA,"default",10.4178342908,10.348046,18.323619,22.550316,5749.52065073,36.0220732574,36.169784,1427.19415586,15.53868208412,0
"435",2048,"slowpoke_flat","tolerance:0.05","error: 5%","strong","200ms",NA,"default",21.0586924719,10.286641,100.327734,261.06885,5750.67112192,89.7995199713,32.454567,1439.30348112,34.80685797178,0
"436",2048,"google","tolerance:0.05","error: 5%","strong","200ms",NA,"default",104.641633743,2.088027,493.004728,752.697096,4696.48595193,296.00442823,174.192405,1176.25476916,142.9141926404,0
"438",2048,"flat5","tolerance:0.05","error: 5%","strong","200ms",NA,"default",5.4775491101,5.297889,6.064584,6.198777,5831.05575665,15.0646846674,15.948669,1456.10061093,7.39497622156,0
"439",2048,"normal","consistency:strong","strong","strong","200ms",NA,"default",77.339568793,55.320765,220.880847,297.628582,5930.21182333,87.0373461361,73.599857,1479.84872222,79.27912426162,1
"440",2048,"slowpoke_flat","consistency:strong","strong","strong","200ms",NA,"default",147.793095685,138.864829,315.309306,550.618829,3800.89261507,216.871678478,238.041309,954.246912961,161.6088122436,1
"441",2048,"google","consistency:strong","strong","strong","200ms",NA,"default",1027.55482482,946.349002,1848.310614,1983.067068,1122.27613952,1082.8606853,972.476156,279.108778789,1038.615996916,1
"443",2048,"flat5","consistency:strong","strong","strong","200ms",NA,"default",23.1624083957,16.116264,27.367509,240.419788,6469.71880213,28.0083077637,25.903172,1620.57488352,24.1315882693,1
"444",2048,"normal","consistency:weak","weak/strong","strong","200ms",NA,"default",19.5760072406,17.400944,23.086785,125.233942,6440.33365836,66.6581414002,69.156897,1613.12539257,28.99243407252,0
"445",2048,"slowpoke_flat","consistency:weak","weak/strong","strong","200ms",NA,"default",29.0923917497,10.878702,157.751026,233.69347,5944.12809871,126.512178638,54.585317,1480.3927686,48.57634912736,0
"446",2048,"google","consistency:weak","weak/strong","strong","200ms",NA,"default",155.229242719,149.512848,324.025903,472.260862,4086.26352726,418.231008636,385.01711,1021.11191308,207.8295959024,0
"448",2048,"flat5","consistency:weak","weak/strong","strong","200ms",NA,"default",8.33780909068,5.607007,6.832842,139.536207,6505.16522992,25.7599235902,25.803853,1614.52896689,11.822231990584,0
"449",2048,"normal","consistency:weakwrite","weak","strong","200ms",NA,"default",21.9313761773,17.713272,23.920711,216.586845,6509.33311731,41.1514388123,43.898087,1623.33006983,25.7753887043,0
"450",2048,"slowpoke_flat","consistency:weakwrite","weak","strong","200ms",NA,"default",18.6472180237,11.473073,32.67239,206.154043,6441.19684849,74.3749412509,32.988774,1612.87007626,29.79276266914,0
"451",2048,"google","consistency:weakwrite","weak","strong","200ms",NA,"default",56.7859437684,34.991423,160.767349,246.665638,5139.14743634,157.214822259,164.440009,1289.94635142,76.87171946652,0
"453",2048,"flat5","consistency:weakwrite","weak","strong","200ms",NA,"default",10.406484735,5.608508,6.285636,188.721738,6563.57494013,14.5665177783,15.555135,1644.51665294,11.23849134366,0
"454",2048,"normal","latency:50ms","latency: 50ms","strong","200ms",NA,"default",48.1439377699,49.119682,50.068129,144.990449,3195.34492917,69.4806555876,70.032754,794.369769298,52.41128133344,0.518760475095865
"455",2048,"slowpoke_flat","latency:50ms","latency: 50ms","strong","200ms",NA,"default",46.566337757,34.646274,143.312911,239.684211,2897.26123981,140.374594883,59.764153,723.027750751,65.3279891822,0.55458153679221
"456",2048,"google","latency:50ms","latency: 50ms","strong","200ms",NA,"default",107.34713103,111.825579,292.602617,331.89649,2775.14189206,353.724669584,350.854172,690.900942557,156.6226387408,0
"458",2048,"flat5","latency:50ms","latency: 50ms","strong","200ms",NA,"default",19.8088010156,15.892069,26.459719,165.784482,3327.19706586,25.6992922951,25.810056,827.027999455,20.9868992715,0.972195637436695
"459",2048,"normal","latency:10ms","latency: 10ms","strong","200ms",NA,"default",15.792956257,15.500614,21.473862,24.588397,3291.25154971,61.9760647097,66.001079,821.467555125,25.02957794754,0
"460",2048,"slowpoke_flat","latency:10ms","latency: 10ms","strong","200ms",NA,"default",16.2260615287,10.893138,17.617817,189.839044,3324.21547311,122.078766114,55.818046,830.172048214,37.39660244576,0
"461",2048,"google","latency:10ms","latency: 10ms","strong","200ms",NA,"default",124.442482768,120.30795,307.531683,352.252616,2696.00713558,370.076199995,362.910595,675.170883103,173.5692262134,0
"463",2048,"flat5","latency:10ms","latency: 10ms","strong","200ms",NA,"default",7.92691658518,5.674415,6.615338,154.740006,3316.64214762,25.2430188548,25.833563,826.839428535,11.390137039104,0.00639019170575117
"464",4096,"normal","tolerance:0.1","error: 10%","strong","200ms","Normal (high load)","default",10.6090272842,10.722599,18.557498,22.420223,5864.97430643,33.5615168871,36.119608,1465.14656861,15.19952520478,0
"465",4096,"flat5","tolerance:0.1","error: 10%","strong","200ms","High load","default",5.47947525229,5.31042,6.077517,6.227084,5752.31533931,14.0443302912,16.265102,1429.73946374,7.192446260072,0
"466",4096,"normal","tolerance:0.05","error: 5%","strong","200ms","Normal (high load)","default",10.366550533,10.315829,18.508234,21.51071,5832.09009059,34.4006467754,35.536908,1463.90718612,15.17336978148,0
"468",4096,"flat5","tolerance:0.05","error: 5%","strong","200ms","High load","default",5.46310077843,5.297036,6.06076,6.178998,5903.23009717,14.4476551503,15.982831,1480.0175426,7.260011652804,0
"469",4096,"normal","consistency:strong","strong","strong","200ms","Normal (high load)","default",73.4748855587,53.332499,193.434853,303.331396,6055.74610583,76.5508062259,70.627612,1512.19153851,74.09006969214,1
"470",4096,"slowpoke_flat","consistency:strong","strong","strong","200ms",NA,"default",148.395039279,113.704806,329.012799,550.846456,3715.86813528,216.632532914,238.087947,932.075923542,162.042538006,1
"471",4096,"google","consistency:strong","strong","strong","200ms",NA,"default",1061.14457232,985.304523,1849.043199,2093.646871,1193.47648216,1143.32986755,1038.87127,302.533728131,1077.581631366,1
"473",4096,"flat5","consistency:strong","strong","strong","200ms","High load","default",21.591788647,16.272249,28.422957,187.447333,6463.94968488,26.5967264209,25.946505,1622.64361974,22.59277620178,1
"474",4096,"normal","consistency:weak","weak/strong","strong","200ms","Normal (high load)","default",22.2496088113,17.369225,23.958452,222.545109,6422.34600127,68.2122791289,69.169188,1607.75606152,31.44214287482,0
"475",4096,"slowpoke_flat","consistency:weak","weak/strong","strong","200ms",NA,"default",23.6341059171,10.875837,134.505695,211.432732,5977.1770008,135.848784481,55.728439,1496.27441624,46.07704162988,0
"476",4096,"google","consistency:weak","weak/strong","strong","200ms",NA,"default",152.311742215,145.046114,316.778325,477.471423,4256.95692964,401.725568528,376.87035,1063.67580907,202.1945074776,0
"478",4096,"flat5","consistency:weak","weak/strong","strong","200ms","High load","default",9.69758028994,5.64329,7.265835,199.98858,6507.24260446,25.5347414228,25.827371,1613.70939539,12.865012516512,0
"479",4096,"normal","consistency:weakwrite","weak","strong","200ms","Normal (high load)","default",20.8650014062,17.695517,23.71548,171.052257,6539.14444948,40.4076348894,43.495926,1649.36549998,24.77352810284,0
"480",4096,"slowpoke_flat","consistency:weakwrite","weak","strong","200ms",NA,"default",18.7373465116,10.901768,17.466969,226.861209,6398.47481297,69.0428813903,32.642076,1590.21371957,28.79845348734,0
"481",4096,"google","consistency:weakwrite","weak","strong","200ms",NA,"default",57.7056916096,25.531131,168.617121,247.774848,5140.1682339,163.719826824,170.997029,1289.15948601,78.90851865248,0
"483",4096,"flat5","consistency:weakwrite","weak","strong","200ms","High load","default",9.51823311902,5.579749,6.14473,177.739918,6524.76264542,15.02928742,15.535553,1622.24635874,10.620443979216,0
"484",4096,"normal","latency:50ms","latency: 50ms","strong","200ms","Normal (high load)","default",49.4277574799,48.946439,50.085749,141.837494,3201.97707883,69.6055086133,69.243446,802.504493333,53.46330770658,0.520674812623989
"485",4096,"slowpoke_flat","latency:50ms","latency: 50ms","strong","200ms",NA,"default",46.6355006651,34.694085,133.629032,202.206834,2977.91484476,126.843387506,56.519251,741.964325581,62.67707803328,0.705277629352569
"486",4096,"google","latency:50ms","latency: 50ms","strong","200ms",NA,"default",123.129287146,119.811475,311.652368,494.345121,2567.3822906,375.20364031,362.686117,643.193290232,173.5441577788,6.436373232411e-06
"488",4096,"flat5","latency:50ms","latency: 50ms","strong","200ms","High load","default",21.2307922908,15.907491,26.554915,189.695411,3263.93431237,26.0597531879,25.808155,808.543002783,22.19658447022,0.9726942518225
"489",4096,"normal","latency:10ms","latency: 10ms","strong","200ms","Normal (high load)","default",15.7269078213,15.647153,20.969444,25.101317,3221.01669971,60.8533803914,64.446411,804.976652942,24.75220233532,0
"490",4096,"slowpoke_flat","latency:10ms","latency: 10ms","strong","200ms",NA,"default",18.5173096361,10.935103,50.250701,212.005846,3316.91513137,120.55945118,55.350641,823.770113917,38.92573794488,0.000189501610763691
"491",4096,"google","latency:10ms","latency: 10ms","strong","200ms",NA,"default",114.699193895,116.004029,289.232531,336.504137,2863.89776027,360.189843629,351.093157,715.377552521,163.7973238418,0
"493",4096,"flat5","latency:10ms","latency: 10ms","strong","200ms","High load","default",7.05710541748,5.627148,5.819364,64.650902,3329.54333285,23.161818373,25.796033,831.04444577,10.278048008584,0.00566297104264411
"494",128,"normal","tolerance:0.1","error: 10%","strong","200ms",NA,"default",10.7168774964,10.913324,18.930757,22.761328,5180.42492576,34.506663756,36.00881,1304.45876832,15.47483474832,0
"495",128,"slowpoke_flat","tolerance:0.1","error: 10%","strong","200ms",NA,"default",17.3361727823,10.385571,100.843896,101.323036,2636.5858427,95.6110915275,35.526323,660.404954304,32.99115653134,0
"496",128,"google","tolerance:0.1","error: 10%","strong","200ms",NA,"default",51.8738382158,2.103441,169.73157,259.805596,918.623819136,280.729584539,182.255304,233.15194501,97.64498748044,0
"498",128,"flat5","tolerance:0.1","error: 10%","strong","200ms","Uniform
(5ms)","default",5.4540401558,5.303045,6.062738,6.165385,5723.43148576,15.1099287839,15.961494,1430.05107479,7.38521788142,0
"499",128,"normal","tolerance:0.05","error: 5%","strong","200ms",NA,"default",10.5685548906,10.504749,18.486377,22.384899,4722.83310492,41.4258598947,37.885757,1174.01558611,16.74001589142,0
"500",128,"slowpoke_flat","tolerance:0.05","error: 5%","strong","200ms",NA,"default",19.9074264177,10.439116,101.041843,101.346079,1945.32691175,138.865784568,124.007755,486.104514045,43.69909804776,0
"501",128,"google","tolerance:0.05","error: 5%","strong","200ms",NA,"default",58.8351230748,2.293996,171.409076,391.089107,696.605041646,431.345140782,398.058179,175.744627196,133.33712661624,0
"503",128,"flat5","tolerance:0.05","error: 5%","strong","200ms","Uniform
(5ms)","default",5.44162214331,5.299588,6.068816,6.217975,5563.21777557,17.6608195242,15.987405,1394.37515521,7.885461619488,0
"504",128,"normal","consistency:strong","strong","strong","200ms",NA,"default",47.2488855194,43.577344,79.472677,95.450988,1980.89775707,59.6091892017,63.901607,496.019458345,49.72094625586,1
"505",128,"slowpoke_flat","consistency:strong","strong","strong","200ms",NA,"default",41.684664397,38.010749,60.540592,176.659422,1686.85856317,116.584285275,58.737481,422.190592985,56.6645885726,1
"506",128,"google","consistency:strong","strong","strong","200ms",NA,"default",171.426319937,127.38196,345.787993,484.67749,512.949916073,279.486004467,244.463973,128.119609113,193.038256843,1
"508",128,"flat5","consistency:strong","strong","strong","200ms","Uniform
(5ms)","default",17.679221678,16.309806,27.583094,29.916306,4687.92364608,23.0594255627,26.093112,1175.80384471,18.75526245494,1
"509",128,"normal","consistency:weak","weak/strong","strong","200ms",NA,"default",16.0239730688,15.757277,21.969923,24.729052,3499.1432289,60.7272080278,64.322372,874.339248198,24.9646200606,0
"510",128,"slowpoke_flat","consistency:weak","weak/strong","strong","200ms",NA,"default",12.4834837999,11.11911,16.600002,19.341855,2772.6656138,118.400416503,57.077681,685.70367383,33.66687034052,0
"511",128,"google","consistency:weak","weak/strong","strong","200ms",NA,"default",4.45955202201,1.843915,2.535101,160.849601,1905.31930361,245.419520195,237.837976,478.839545596,52.651545656608,0
"513",128,"flat5","consistency:weak","weak/strong","strong","200ms","Uniform
(5ms)","default",6.37682224431,5.619051,6.486892,7.957527,6263.60998274,22.8571513034,25.84164,1565.47292067,9.672888056128,0
"514",128,"normal","consistency:weakwrite","weak","strong","200ms",NA,"default",16.273101065,16.096288,21.598951,24.004636,3948.59553537,35.1456730349,40.230843,990.599591427,20.04761545898,0
"515",128,"slowpoke_flat","consistency:weakwrite","weak","strong","200ms",NA,"default",14.6445366603,10.997401,31.173415,110.753677,3648.63987553,59.7202445364,32.425738,919.957412295,23.65967823552,0
"516",128,"google","consistency:weakwrite","weak","strong","200ms",NA,"default",2.27302876473,1.791446,2.325363,2.704651,4184.30453379,101.664428808,118.364059,1039.90593364,22.151308773384,0
"518",128,"flat5","consistency:weakwrite","weak","strong","200ms","Uniform
(5ms)","default",6.6265603831,5.601177,6.628647,7.810441,6290.08987274,12.6641051557,15.562201,1572.08864132,7.83406933762,0
"519",128,"normal","latency:50ms","latency: 50ms","strong","200ms",NA,"default",44.444862251,45.468565,49.937414,50.130425,1852.13213792,60.5382839161,64.633843,465.092701601,47.66354658402,0.683017179670723
"520",128,"slowpoke_flat","latency:50ms","latency: 50ms","strong","200ms",NA,"default",36.560400544,34.447418,49.889145,50.072751,1713.79995015,119.48641862,55.569272,431.216882096,53.1456041592,0.887955452866852
"521",128,"google","latency:50ms","latency: 50ms","strong","200ms",NA,"default",18.3219040984,1.934079,115.79369,189.975469,1448.70554705,248.007726485,236.819104,360.434405514,64.25906857572,0.00241757991127938
"523",128,"flat5","latency:50ms","latency: 50ms","strong","200ms","Uniform
(5ms)","default",17.7979574673,16.10215,26.819105,48.49008,3119.97413403,23.7179958014,25.886022,773.597038329,18.98196513412,0.989533696392103
"524",128,"normal","latency:10ms","latency: 10ms","strong","200ms",NA,"default",15.5684167137,15.311389,20.998094,23.831066,3046.45921253,60.0174160871,64.328858,761.111532695,24.45821658838,0
"525",128,"normal","tolerance:0.01","error: 1%","strong","200ms",NA,"default",10.9981133232,10.609598,19.561659,28.498571,2079.7273877,184.373975891,245.718344,521.407761489,45.67328583676,0
"526",128,"slowpoke_flat","tolerance:0.01","error: 1%","strong","200ms",NA,"default",29.2720052052,11.101381,101.287212,211.125297,953.121179023,406.095786506,404.330396,231.270386269,104.63676146536,0
"527",128,"google","tolerance:0.01","error: 1%","strong","200ms",NA,"default",75.6960060058,2.716004,223.989213,438.541504,526.562978282,635.880198608,651.732006,131.132723587,187.73284452624,0
"529",128,"flat5","tolerance:0.01","error: 1%","strong","200ms","Uniform
(5ms)","default",5.78328228315,5.356891,6.231683,16.219476,3153.5668009,104.286103337,28.917857,791.902825724,25.48384649392,0
"530",512,"normal","tolerance:0.01","error: 1%","strong","200ms","Normal","default",10.4977495999,10.447374,18.685817,22.278507,5853.08963141,79.8954030317,44.45411,1465.14278058,24.37728028626,0
"531",512,"slowpoke_flat","tolerance:0.01","error: 1%","strong","200ms","Slow replica","default",23.4608061247,10.295676,100.851813,101.05849,4876.05845286,216.428983746,159.379859,1215.54999742,62.05444164896,0
"532",512,"google","tolerance:0.01","error: 1%","strong","200ms",NA,"default",71.0266311187,28.944839,171.98052,318.695998,2244.19045667,537.809766608,602.802914,560.432076762,164.38325821656,0
"534",512,"flat5","tolerance:0.01","error: 1%","strong","200ms",NA,"default",5.50599904378,5.296828,6.053595,11.987716,5783.28695851,45.7539756366,16.052254,1451.49657874,13.555594362344,0
"535",2048,"normal","tolerance:0.01","error: 1%","strong","200ms",NA,"default",10.646935661,10.556397,18.874386,22.576734,5792.35265031,79.7726590979,43.93315,1449.16624699,24.47208034838,0
"536",2048,"google","tolerance:0.01","error: 1%","strong","200ms",NA,"default",308.703042002,244.672711,773.849149,1060.418141,3355.55649053,842.541565042,823.594716,837.088930589,415.47074661,0
"538",2048,"flat5","tolerance:0.01","error: 1%","strong","200ms",NA,"default",5.52815854866,5.288311,6.041476,15.771392,5884.52661946,48.2510271565,16.071581,1478.98466696,14.072732270228,0
"539",4096,"slowpoke_flat","tolerance:0.05","error: 5%","strong","200ms",NA,"default",25.6755684897,10.287422,100.906941,360.312093,5799.69020825,87.4998803634,30.998214,1456.14681637,38.04043086444,0
"540",4096,"google","tolerance:0.05","error: 5%","strong","200ms",NA,"default",932.75987978,793.858641,2288.527602,3633.576224,2874.79152167,1301.04131271,984.352806,713.640815877,1006.416166366,0
"541",4096,"normal","tolerance:0.01","error: 1%","strong","200ms","Normal (high load)","default",10.8358130124,10.79587,18.901053,22.910604,5714.76370309,76.4223906248,44.678326,1431.21462481,23.95312853488,0
"542",4096,"flat5","tolerance:0.01","error: 1%","strong","200ms","High load","default",5.52491282206,5.291762,6.054887,15.778703,5798.96163117,50.4027461425,17.049299,1446.25198523,14.500479486148,0
"543",128,"slowpoke_flat","tolerance:0.01","error: 1%","strong","200ms",NA,"default",33.282193852,11.181328,101.346024,211.377942,934.015910438,410.935654624,396.399992,232.573014671,108.8128860064,0
"544",128,"google","tolerance:0.01","error: 1%","strong","200ms",NA,"default",76.5979999211,2.784098,211.448492,395.285977,519.7998134,636.761364026,649.664555,131.130412232,188.63067274208,0
"546",128,"flat5","tolerance:0.01","error: 1%","strong","200ms","Uniform
(5ms)","default",5.91250000462,5.361243,6.264963,16.28328,3072.41117156,115.514298702,31.125714,765.563845127,27.832859744096,0
"547",512,"normal","tolerance:0.01","error: 1%","strong","200ms","Normal","default",10.1668211961,10.076691,18.12655,21.586635,5787.58151998,80.5947525824,46.052959,1442.39206171,24.25240747336,0
"548",512,"slowpoke_flat","tolerance:0.01","error: 1%","strong","200ms","Slow replica","default",24.9606550879,10.299938,100.826785,101.08919,4916.09698701,216.364670317,165.680742,1225.6707036,63.24145813372,0
"549",512,"google","tolerance:0.01","error: 1%","strong","200ms",NA,"default",66.6223775504,20.10105,170.222701,267.98986,2386.58311129,516.527661883,594.130217,599.361801416,156.60343441692,0
"551",512,"flat5","tolerance:0.01","error: 1%","strong","200ms",NA,"default",5.58758008796,5.295352,6.050368,15.943585,5746.72142499,50.3944198953,16.070982,1434.81329037,14.548948049428,0
"552",2048,"normal","tolerance:0.01","error: 1%","strong","200ms",NA,"default",10.4504783787,10.513903,18.484106,22.341493,5839.70016682,83.9077063848,45.764262,1460.55089308,25.14192397992,0
"553",2048,"slowpoke_flat","tolerance:0.01","error: 1%","strong","200ms",NA,"default",27.3209975169,10.289544,100.851876,247.701026,5485.32110361,202.785731565,142.933031,1369.02346114,62.41394432652,0
"554",2048,"google","tolerance:0.01","error: 1%","strong","200ms",NA,"default",345.733797104,275.07977,873.665132,1113.955503,3077.69847342,882.841011849,876.886756,761.707624949,453.155240053,0
"555",2048,"flat5","tolerance:0.01","error: 1%","strong","200ms",NA,"default",5.46154118598,5.288523,6.052525,6.234024,5726.37007878,51.2480699632,16.07564,1432.16233841,14.618846941424,0
"556",4096,"google","tolerance:0.1","error: 10%","strong","200ms",NA,"default",825.078814768,653.151883,2339.526631,3837.90659,3089.11877312,1324.69885205,947.929486,772.64353629,925.0028222244,0
"557",4096,"slowpoke_flat","tolerance:0.05","error: 5%","strong","200ms",NA,"default",31.7486732253,10.280432,101.102381,568.727238,5577.4379647,104.984162482,31.023552,1399.3147244,46.39577107664,0
"558",4096,"slowpoke_flat","tolerance:0.01","error: 1%","strong","200ms",NA,"default",34.8030965863,10.293673,101.046509,343.17442,5761.51062512,198.75105295,142.672924,1442.95283401,67.59268785904,0
"560",4096,"flat5","tolerance:0.01","error: 1%","strong","200ms","High load","default",5.55108839213,5.295065,6.079127,15.992633,5796.47948872,51.5281369851,16.885758,1447.79375335,14.746498110724,0
"561",128,"normal","tolerance:0.01","error: 1%","strong","200ms",NA,"default",11.3002599623,10.882608,19.825422,38.366802,2089.31700575,183.382205292,244.981895,520.010592782,45.71664902824,0
"562",128,"slowpoke_flat","tolerance:0.01","error: 1%","strong","200ms",NA,"default",31.4147107039,11.179598,101.310057,211.317567,914.911570153,396.632344936,384.774397,231.660088453,104.45823755032,0
"563",128,"google","tolerance:0.01","error: 1%","strong","200ms",NA,"default",74.6684807094,2.636382,221.385273,398.529295,518.731682437,644.744816926,651.905703,131.15108955,188.68374795272,0
"565",128,"flat5","tolerance:0.01","error: 1%","strong","200ms","Uniform
(5ms)","default",5.83619855261,5.366765,6.24996,16.126939,3137.02347022,106.967286831,29.851372,780.599875997,26.062416208288,0
"566",512,"flat5","tolerance:0.1","error: 10%","strong","200ms",NA,"default",5.45854865483,5.293315,6.067378,6.210814,5833.39356562,14.3038515878,16.15347,1450.75758697,7.227609241424,0
"567",512,"normal","tolerance:0.01","error: 1%","strong","200ms","Normal","default",10.3664612085,10.298129,18.200255,21.41528,5842.03642606,81.5865703921,45.929604,1454.28047079,24.61048304522,0
"568",512,"slowpoke_flat","tolerance:0.01","error: 1%","strong","200ms","Slow replica","default",23.4072730673,10.286204,100.873742,101.126843,4776.88729813,211.873972555,159.685986,1196.58621429,61.10061296484,0
"569",512,"google","tolerance:0.01","error: 1%","strong","200ms",NA,"default",66.7557245916,30.502981,171.062856,223.761794,2377.50110552,522.833822215,599.266722,595.935566041,157.97134411628,0
